team_id,date,function_calls,query_execution_ms,peak_concurrent_queries,db_bandwidth_gb,db_storage_gb
147930,2026-07-07,1678,412587,0.015787,0.047,31.756
147930,2026-07-08,1163,222833,0.009504,0.039,31.78
147930,2026-07-09,1955,392298,0.016525,0.067,31.675
147930,2026-07-10,1600,325450,0.015103,0.044,31.895
147930,2026-07-11,1423,344485,0.014622,0.041,33.434
147930,2026-07-12,1642,294627,0.018739,0.05,32.144
147930,2026-07-13,1558,327462,0.013101,0.041,32.419
147930,2026-07-14,1290,251283,0.005649,0.033,32.414
147930,2026-07-15,1447,252741,0.011817,0.034,32.335
147930,2026-07-16,1398,256416,0.009399,0.041,32.488
147930,2026-07-17,2079,437467,0.015169,0.078,32.067
147930,2026-07-18,1014,211860,0.008367,0.031,31.692
147930,2026-07-19,1227,272817,0.007156,0.045,31.762
147930,2026-07-20,2152,494696,0.012025,0.066,31.306
147930,2026-07-21,2032,339446,0.014074,0.053,32.054
147930,2026-07-22,926,176738,0.006574,0.027,31.071
147930,2026-07-23,1811,257617,0.006591,0.072,31.043
147930,2026-07-24,1958,330075,0.015582,0.078,32.046
147930,2026-07-25,2261,474361,0.017117,0.079,31.786
147930,2026-07-26,909,160822,0.005105,0.023,31.079
147930,2026-07-27,2020,479382,0.010285,0.055,30.428
147930,2026-07-28,1587,339786,0.009285,0.051,30.721
147930,2026-07-29,1269,321530,0.019313,0.055,31.937
147930,2026-07-30,1825,381220,0.020837,0.046,30.917
147930,2026-07-31,1546,356393,0.015222,0.047,30.978
147930,2026-08-01,1027,207614,0.007662,0.04,30.575
147930,2026-08-02,954,174673,0.004664,0.035,31.504
147930,2026-08-03,1020,243645,0.005927,0.022,30.567
147930,2026-08-04,1004,179877,0.005487,0.026,32.445
147930,2026-08-05,1228,246981,0.011851,0.033,31.007
147930,2026-08-06,1727,324831,0.010403,0.065,29.946
147930,2026-08-07,1951,403185,0.016451,0.052,31.215
147930,2026-08-08,1563,382376,0.01133,0.053,30.191
147930,2026-08-09,1084,194649,0.009919,0.027,31.816
147930,2026-08-10,1862,327530,0.018096,0.047,29.796
147930,2026-08-11,1022,198575,0.004902,0.034,31.098
147930,2026-08-12,1553,344866,0.018009,0.049,29.634
147930,2026-08-13,2073,448393,0.026495,0.061,30.51
147930,2026-08-14,998,228472,0.014016,0.035,29.757
147930,2026-08-15,1416,272943,0.009818,0.041,30.408
147930,2026-08-16,1204,228384,0.012557,0.032,29.77
147930,2026-08-17,1287,236936,0.006236,0.036,29.937
147930,2026-08-18,1690,385795,0.027561,0.046,29.289
148018,2026-05-21,2099,40121,0.003119,0.05,49.386
148018,2026-05-22,1266,21220,0.001721,0.034,49.653
148018,2026-05-23,555,10367,0.00055,0.015,49.538
148018,2026-05-24,769,12621,0.000729,0.018,50.731
148018,2026-05-25,1047,18324,0.005228,0.026,48.551
148018,2026-05-26,1724,30554,0.016795,0.038,51.586
148018,2026-05-27,1130,20796,0.001228,0.033,49.715
148018,2026-05-28,2118,38249,0.003173,0.058,50.921
148018,2026-05-29,1176,18915,0.000886,0.031,50.847
148018,2026-05-30,654,9631,0.000695,0.018,50.791
148018,2026-05-31,738,15203,0.001039,0.02,52.349
148018,2026-06-01,2082,46544,0.001907,0.06,54.076
148018,2026-06-02,1319,22851,0.001562,0.028,51.591
148018,2026-06-03,1219,21910,0.002144,0.032,54.124
148018,2026-06-04,1263,21013,0.002071,0.034,53.319
148018,2026-06-05,1507,24325,0.000679,0.029,52.299
148018,2026-06-06,790,16176,0.00096,0.02,52.412
148018,2026-06-07,596,12619,0.000795,0.02,54.308
148018,2026-06-08,1715,26446,0.001229,0.04,54.315
148018,2026-06-09,1008,17107,0.00263,0.031,53.742
148018,2026-06-10,1205,21181,0.002272,0.031,53.265
148018,2026-06-11,1888,34074,0.003844,0.039,55.002
148018,2026-06-12,2331,43983,0.002754,0.071,55.953
148018,2026-06-13,590,11735,0.000904,0.015,56.042
148018,2026-06-14,734,11652,0.000442,0.017,54.127
148018,2026-06-15,1197,20576,0.001373,0.033,55.972
148018,2026-06-16,1788,35374,0.002007,0.053,54.212
148018,2026-06-17,927,14696,0.000826,0.026,53.372
148018,2026-06-18,1423,28635,0.003614,0.045,55.506
148018,2026-06-19,1260,20069,0.00174,0.021,56.708
148018,2026-06-20,736,14330,0.00157,0.017,55.757
148018,2026-06-21,707,12754,0.000848,0.023,55.816
148018,2026-06-22,1373,24553,0.001654,0.043,58.524
148018,2026-06-23,916,14553,0.000861,0.018,58.444
148018,2026-06-24,1210,23196,0.00189,0.04,56.216
148018,2026-06-25,1369,20933,0.000647,0.026,58.897
148018,2026-06-26,1601,36745,0.001423,0.039,57.072
148018,2026-06-27,670,13770,0.000883,0.016,60.4
148018,2026-06-28,443,7778,0.000565,0.011,57.334
148018,2026-06-29,1213,18459,0.001191,0.031,59.153
148018,2026-06-30,1307,21416,0.001412,0.022,60.425
148018,2026-07-01,1662,26467,0.001974,0.035,59.153
148018,2026-07-02,1116,22011,0.001806,0.023,59.894
148018,2026-07-03,1137,18611,0.001543,0.034,59.703
148018,2026-07-04,875,18108,0.001263,0.021,60.211
148018,2026-07-05,645,10679,0.000544,0.019,61.878
148018,2026-07-06,982,13782,0.000889,0.021,60.303
148018,2026-07-07,1377,24354,0.002287,0.032,60.475
148018,2026-07-08,1217,21820,0.000971,0.03,61.595
148018,2026-07-09,1430,27351,0.00222,0.043,61.154
148018,2026-07-10,1922,33354,0.003029,0.047,61.486
148018,2026-07-11,807,13943,0.003235,0.021,61.478
148018,2026-07-12,615,11244,0.000718,0.014,64.367
148018,2026-07-13,1499,27077,0.002254,0.053,62.95
148018,2026-07-14,1247,25997,0.001974,0.027,63.655
148018,2026-07-15,1241,21477,0.001792,0.035,65.709
148018,2026-07-16,998,18956,0.001096,0.033,63.656
148018,2026-07-17,1281,23857,0.001524,0.041,62.128
148018,2026-07-18,778,13760,0.001954,0.017,63.976
148018,2026-07-19,543,10515,0.002922,0.013,66.446
148018,2026-07-20,1503,35338,0.00183,0.027,62.677
148018,2026-07-21,773,13343,0.001122,0.017,63.985
148018,2026-07-22,1085,18293,0.00112,0.036,63.268
148018,2026-07-23,1826,31116,0.002204,0.044,66.523
148018,2026-07-24,931,16661,0.001064,0.015,65.422
148018,2026-07-25,629,9640,0.000607,0.012,65.168
148018,2026-07-26,679,12631,0.000796,0.018,65.679
148018,2026-07-27,1725,32978,0.002979,0.04,65.921
148018,2026-07-28,1449,24417,0.001633,0.033,65.458
148018,2026-07-29,1089,22698,0.000582,0.035,67.799
148018,2026-07-30,1471,33177,0.002452,0.04,66.983
148018,2026-07-31,1148,18071,0.001627,0.035,67.285
148018,2026-08-01,735,15394,0.000777,0.013,66.258
148018,2026-08-02,632,11217,0.000608,0.017,66.69
148018,2026-08-03,1094,16377,0.002927,0.043,69.105
148018,2026-08-04,1146,19842,0.001249,0.035,71.053
148018,2026-08-05,1516,30770,0.002316,0.043,70.258
148018,2026-08-06,1832,30596,0.000923,0.051,70.001
148018,2026-08-07,1064,15713,0.004917,0.032,68.998
148018,2026-08-08,690,12523,0.002149,0.014,69.178
148018,2026-08-09,645,11351,0.000724,0.014,70.627
148018,2026-08-10,857,16128,0.000886,0.029,70.769
148018,2026-08-11,1340,25674,0.006871,0.038,71.13
148018,2026-08-12,895,15184,0.000619,0.027,71.709
148018,2026-08-13,1040,21118,0.000844,0.032,73.271
148018,2026-08-14,1424,23188,0.001438,0.052,72.987
148018,2026-08-15,824,15002,0.001225,0.015,72.502
148018,2026-08-16,670,15042,0.000968,0.019,74.226
148018,2026-08-17,1055,18956,0.001349,0.028,74.196
148018,2026-08-18,1306,24157,0.00175,0.037,73.671
148884,2026-05-21,1313,5407,7.9e-05,0.009,2.321
148884,2026-05-22,2101,6379,7.4e-05,0.016,2.178
148884,2026-05-23,1727,5721,9e-05,0.013,2.196
148884,2026-05-24,607,2001,2.4e-05,0.004,2.314
148884,2026-05-25,2184,7287,8.5e-05,0.015,2.132
148884,2026-05-26,2066,7668,9.7e-05,0.014,2.273
148884,2026-05-27,1900,5668,6.6e-05,0.016,2.224
148884,2026-05-28,1581,6783,7.9e-05,0.01,2.196
148884,2026-05-29,2597,9758,0.000113,0.014,2.223
148884,2026-05-30,525,1848,2.2e-05,0.003,2.183
148884,2026-05-31,674,2450,2.9e-05,0.005,2.174
148884,2026-06-01,1642,5448,6.4e-05,0.01,2.176
148884,2026-06-02,1859,5301,6.2e-05,0.011,2.194
148884,2026-06-03,1175,3300,4e-05,0.007,2.226
148884,2026-06-04,2196,8490,0.000126,0.012,2.075
148884,2026-06-05,2429,7319,0.0001,0.019,2.177
148884,2026-06-06,1674,5679,6.6e-05,0.015,2.113
148884,2026-06-07,1384,4965,5.8e-05,0.01,2.155
148884,2026-06-08,1734,5632,8.4e-05,0.01,2.103
148884,2026-06-09,1808,6950,0.000133,0.01,2.152
148884,2026-06-10,1136,3736,4.4e-05,0.008,2.099
148884,2026-06-11,2305,7648,9e-05,0.013,2.046
148884,2026-06-12,1161,4534,6e-05,0.006,2.1
148884,2026-06-13,1028,3391,0.000152,0.006,2.062
148884,2026-06-14,1165,3917,4.6e-05,0.007,2.066
148884,2026-06-15,3420,10116,0.000132,0.021,2.172
148884,2026-06-16,716,2203,2.6e-05,0.004,2.098
148884,2026-06-17,1857,6642,9.6e-05,0.013,2.074
148884,2026-06-18,1039,3419,4e-05,0.008,2.096
148884,2026-06-19,2067,6524,9.7e-05,0.013,2.072
148884,2026-06-20,1783,5698,9.1e-05,0.017,1.966
148884,2026-06-21,1413,5727,9.6e-05,0.008,2.009
148884,2026-06-22,2079,8095,9.4e-05,0.012,2.056
148884,2026-06-23,1072,2892,5.7e-05,0.007,1.991
148884,2026-06-24,1742,5420,0.000114,0.011,2.047
148884,2026-06-25,912,2798,3.3e-05,0.006,1.997
148884,2026-06-26,1585,4464,5.2e-05,0.013,2.061
148884,2026-06-27,1120,4009,5.8e-05,0.008,1.913
148884,2026-06-28,1668,4238,6.4e-05,0.017,1.908
148884,2026-06-29,1525,4995,5.8e-05,0.013,1.98
148884,2026-06-30,2139,7027,8.2e-05,0.018,1.993
148884,2026-07-01,1366,4615,5.4e-05,0.011,1.964
148884,2026-07-02,2400,7150,0.000116,0.016,1.981
148884,2026-07-03,2617,8519,0.000118,0.018,1.906
148884,2026-07-04,1171,4227,5.8e-05,0.006,1.961
148884,2026-07-05,740,2551,3e-05,0.003,1.905
148884,2026-07-06,1547,4178,4.9e-05,0.012,1.97
148884,2026-07-07,3653,9483,0.000856,0.023,1.935
148884,2026-07-08,1021,3428,4e-05,0.009,1.891
148884,2026-07-09,1250,4804,5.6e-05,0.01,1.901
148884,2026-07-10,1651,5457,6.4e-05,0.012,1.873
148884,2026-07-11,954,2453,6.1e-05,0.007,1.932
148884,2026-07-12,1939,5488,6.6e-05,0.017,1.902
148884,2026-07-13,2105,7567,8.8e-05,0.015,1.857
148884,2026-07-14,1336,4660,0.000127,0.006,1.889
148884,2026-07-15,1603,5659,8.5e-05,0.012,1.875
148884,2026-07-16,1134,3881,7.7e-05,0.006,1.79
148884,2026-07-17,3698,10972,0.000151,0.024,1.923
148884,2026-07-18,1032,2923,3.4e-05,0.008,1.822
148884,2026-07-19,1054,2920,7.8e-05,0.007,1.925
148884,2026-07-20,2262,6354,7.6e-05,0.018,1.875
148884,2026-07-21,838,2671,4.6e-05,0.006,1.833
148884,2026-07-22,1758,5767,7.9e-05,0.018,1.836
148884,2026-07-23,736,1777,4.4e-05,0.006,1.842
148884,2026-07-24,1611,5614,7.2e-05,0.013,1.853
148884,2026-07-25,596,1880,5e-05,0.005,1.859
148884,2026-07-26,1864,4837,5.8e-05,0.013,1.816
148884,2026-07-27,2471,8878,0.000103,0.019,1.757
148884,2026-07-28,1046,3463,4.4e-05,0.006,1.76
148884,2026-07-29,1078,3113,4e-05,0.011,1.767
148884,2026-07-30,1309,4000,0.00021,0.009,1.793
148884,2026-07-31,2368,7408,8.6e-05,0.016,1.732
148884,2026-08-01,1120,3919,5e-05,0.007,1.753
148884,2026-08-02,1227,3486,4.1e-05,0.008,1.822
148884,2026-08-03,1748,4943,8.1e-05,0.017,1.74
148884,2026-08-04,2094,6756,7.9e-05,0.015,1.768
148884,2026-08-05,1117,3124,3.8e-05,0.007,1.748
148884,2026-08-06,1266,4004,4.7e-05,0.009,1.714
148884,2026-08-07,1231,4022,5.2e-05,0.006,1.708
148884,2026-08-08,2392,6353,8.5e-05,0.021,1.714
148884,2026-08-09,754,2750,3.2e-05,0.007,1.743
148884,2026-08-10,1714,5310,6.2e-05,0.011,1.691
148884,2026-08-11,1871,6785,8.1e-05,0.016,1.679
148884,2026-08-12,1970,7814,0.000117,0.014,1.678
148884,2026-08-13,1854,8121,0.000121,0.012,1.69
148884,2026-08-14,1350,4883,6.1e-05,0.013,1.66
148884,2026-08-15,588,1665,6.3e-05,0.003,1.736
148884,2026-08-16,756,2191,2.6e-05,0.005,1.683
148884,2026-08-17,1012,3160,3.7e-05,0.007,1.707
148884,2026-08-18,1359,5788,7.9e-05,0.01,1.658
149350,2026-05-21,66,764,2.4e-05,0.0,74.169
149350,2026-05-22,51,702,4.6e-05,0.0,75.966
149350,2026-05-23,0,0,0.0,0.0,78.304
149350,2026-05-24,71,933,2.8e-05,0.0,75.273
149350,2026-05-25,52,438,7e-06,0.0,77.219
149350,2026-05-26,52,502,1.3e-05,0.0,77.912
149350,2026-05-27,75,772,5.3e-05,0.0,75.872
149350,2026-05-28,71,843,1.7e-05,0.0,75.518
149350,2026-05-29,80,727,1.1e-05,0.0,73.504
149350,2026-05-30,58,749,2.4e-05,0.0,77.557
149350,2026-05-31,39,414,1.2e-05,0.0,73.411
149350,2026-06-01,84,929,2.8e-05,0.0,76.602
149350,2026-06-02,0,0,0.0,0.0,78.908
149350,2026-06-03,0,0,0.0,0.0,75.455
149350,2026-06-04,91,1068,2.6e-05,0.0,75.018
149350,2026-06-05,65,789,1.5e-05,0.0,73.673
149350,2026-06-06,0,0,0.0,0.0,76.44
149350,2026-06-07,31,351,1.3e-05,0.0,77.319
149350,2026-06-08,0,0,0.0,0.0,78.648
149350,2026-06-09,111,1251,4.9e-05,0.0,77.434
149350,2026-06-10,54,611,2.8e-05,0.0,75.56
149350,2026-06-11,77,1050,2.2e-05,0.0,74.586
149350,2026-06-12,72,716,1.5e-05,0.0,78.935
149350,2026-06-13,50,487,2.1e-05,0.0,73.929
149350,2026-06-14,76,881,9.9e-05,0.0,79.559
149350,2026-06-15,58,793,2.1e-05,0.0,82.196
149350,2026-06-16,132,1698,5.2e-05,0.001,75.313
149350,2026-06-17,0,0,0.0,0.0,77.089
149350,2026-06-18,104,1213,2.9e-05,0.001,76.17
149350,2026-06-19,60,625,1.7e-05,0.0,76.128
149350,2026-06-20,66,746,2.8e-05,0.0,77.745
149350,2026-06-21,95,1063,3.1e-05,0.0,76.929
149350,2026-06-22,40,555,1.7e-05,0.0,76.263
149350,2026-06-23,84,892,2.7e-05,0.0,80.258
149350,2026-06-24,88,896,6.2e-05,0.001,74.229
149350,2026-06-25,136,1468,3.9e-05,0.001,76.286
149350,2026-06-26,101,1376,4.1e-05,0.001,76.315
149350,2026-06-27,95,980,3.7e-05,0.0,77.607
149350,2026-06-28,58,697,1.5e-05,0.0,78.167
149350,2026-06-29,67,784,1.3e-05,0.0,77.45
149350,2026-06-30,111,1332,3.8e-05,0.001,82.49
149350,2026-07-01,57,795,1e-05,0.0,79.029
149350,2026-07-02,47,528,1.2e-05,0.0,79.993
149350,2026-07-03,58,605,1.7e-05,0.0,79.642
149350,2026-07-04,53,529,2e-05,0.0,77.911
149350,2026-07-05,94,1068,1.3e-05,0.0,77.588
149350,2026-07-06,126,1371,2.6e-05,0.001,79.062
149350,2026-07-07,56,582,9e-06,0.0,78.062
149350,2026-07-08,184,1795,3.2e-05,0.001,79.258
149350,2026-07-09,63,941,3.7e-05,0.0,79.356
149350,2026-07-10,125,1237,4e-05,0.0,77.665
149350,2026-07-11,76,867,2e-05,0.0,77.317
149350,2026-07-12,127,1431,4.1e-05,0.001,82.361
149350,2026-07-13,88,966,1.8e-05,0.0,80.381
149350,2026-07-14,53,538,1.1e-05,0.0,77.921
149350,2026-07-15,97,1204,1.6e-05,0.001,77.957
149350,2026-07-16,237,2573,7.7e-05,0.001,81.72
149350,2026-07-17,81,1017,1.3e-05,0.0,78.562
149350,2026-07-18,97,1215,2.8e-05,0.001,78.859
149350,2026-07-19,64,791,1.5e-05,0.0,78.788
149350,2026-07-20,73,813,1.3e-05,0.0,79.606
149350,2026-07-21,76,841,2.8e-05,0.0,79.658
149350,2026-07-22,82,923,2e-05,0.0,78.614
149350,2026-07-23,97,1113,1.7e-05,0.0,82.84
149350,2026-07-24,144,1576,2e-05,0.001,80.505
149350,2026-07-25,91,1166,4.9e-05,0.0,83.216
149350,2026-07-26,48,552,1e-05,0.0,81.822
149350,2026-07-27,98,1093,2e-05,0.001,81.497
149350,2026-07-28,74,960,2.5e-05,0.0,82.523
149350,2026-07-29,80,803,2.1e-05,0.0,79.823
149350,2026-07-30,59,680,1.2e-05,0.0,79.639
149350,2026-07-31,125,1485,4.8e-05,0.001,81.357
149350,2026-08-01,48,483,1.1e-05,0.0,79.407
149350,2026-08-02,111,1281,2.4e-05,0.001,79.787
149350,2026-08-03,66,804,1.9e-05,0.0,80.678
149350,2026-08-04,129,1391,2.8e-05,0.0,82.046
149350,2026-08-05,71,779,2.2e-05,0.0,81.915
149350,2026-08-06,0,0,0.0,0.0,78.795
149350,2026-08-07,75,1010,2.2e-05,0.0,81.915
149350,2026-08-08,53,564,1.9e-05,0.0,81.713
149350,2026-08-09,84,1039,3.9e-05,0.0,81.022
149350,2026-08-10,67,586,7e-06,0.0,78.494
149350,2026-08-11,111,1201,3.1e-05,0.001,82.347
149350,2026-08-12,102,939,1.2e-05,0.001,81.994
149350,2026-08-13,128,1634,2.9e-05,0.001,81.319
149350,2026-08-14,73,793,1.4e-05,0.0,79.878
149350,2026-08-15,76,789,2.3e-05,0.0,81.602
149350,2026-08-16,57,595,1.1e-05,0.0,80.299
149350,2026-08-17,99,1231,3.2e-05,0.001,81.977
149350,2026-08-18,96,1108,2.7e-05,0.001,82.592
149919,2026-05-21,5937763,331777428,25.834803,95.527,74.983
149919,2026-05-22,5076580,283452008,25.310501,98.475,74.817
149919,2026-05-23,5884111,390080279,29.732619,99.664,78.562
149919,2026-05-24,2493283,149895470,11.110585,63.476,75.837
149919,2026-05-25,3945176,216314976,12.64243,106.419,77.968
149919,2026-05-26,3772378,188875160,14.676445,70.785,76.304
149919,2026-05-27,3667308,184335466,11.287987,81.189,76.98
149919,2026-05-28,7328304,438129815,35.299864,125.891,78.041
149919,2026-05-29,3710170,249611353,7.995696,60.43,76.327
149919,2026-05-30,4323962,232700126,25.858816,61.195,78.376
149919,2026-05-31,3697708,206361738,5.570358,74.224,78.172
149919,2026-06-01,4376110,279628908,12.011298,98.295,79.233
149919,2026-06-02,2183884,133906543,15.721218,32.565,76.534
149919,2026-06-03,3967214,206107497,14.272988,70.214,77.233
149919,2026-06-04,2843547,169230376,16.843216,53.877,77.379
149919,2026-06-05,3004142,163387521,10.270296,66.807,78.052
149919,2026-06-06,3407465,197562614,9.62258,55.729,79.083
149919,2026-06-07,4282276,277565580,20.734368,95.7,78.546
149919,2026-06-08,4444780,242883807,13.710268,110.432,79.268
149919,2026-06-09,3058938,155899141,8.914396,57.571,75.05
149919,2026-06-10,3506695,172708658,10.933596,85.209,77.815
149919,2026-06-11,3160264,214938082,11.295747,53.054,79.12
149919,2026-06-12,5041307,284682927,12.7742,85.746,80.628
149919,2026-06-13,2600439,173693949,69.708759,56.977,75.553
149919,2026-06-14,3964697,198400683,6.063121,67.427,77.628
149919,2026-06-15,4725893,276471445,15.54751,83.143,78.377
149919,2026-06-16,3629168,194745740,23.425742,75.682,81.743
149919,2026-06-17,3528377,196819381,8.304679,64.943,79.432
149919,2026-06-18,3312639,147112204,10.677075,81.18,80.194
149919,2026-06-19,5200530,265053438,27.519131,89.082,79.597
149919,2026-06-20,3036752,182152034,14.995898,43.265,78.763
149919,2026-06-21,3153174,224100319,15.488356,50.784,78.715
149919,2026-06-22,2973820,160276280,18.925456,51.949,81.403
149919,2026-06-23,4493708,256029684,12.98452,82.729,81.811
149919,2026-06-24,3496111,177660697,17.636055,56.397,81.474
149919,2026-06-25,3280732,214791975,8.134291,83.428,76.816
149919,2026-06-26,4771603,235858860,9.817294,94.569,80.709
149919,2026-06-27,4082865,224358913,21.891208,68.936,82.984
149919,2026-06-28,3857259,215664910,18.884806,69.349,80.528
149919,2026-06-29,3685649,229296492,16.499904,58.821,79.876
149919,2026-06-30,5253765,329737214,28.215375,82.181,78.813
149919,2026-07-01,3812126,212510712,20.806439,96.174,82.028
149919,2026-07-02,4374512,256900256,19.251306,89.108,79.977
149919,2026-07-03,3523214,167486185,8.53033,63.454,82.334
149919,2026-07-04,2591694,126949465,9.191385,54.105,80.53
149919,2026-07-05,3794219,217334766,6.148632,80.122,80.389
149919,2026-07-06,3580908,229600706,21.420281,91.954,82.629
149919,2026-07-07,2934557,160756793,11.664945,52.089,80.616
149919,2026-07-08,3012115,170578606,13.121388,71.939,82.436
149919,2026-07-09,4271896,226410344,13.081933,52.61,84.32
149919,2026-07-10,4399002,242761821,14.64969,67.193,80.45
149919,2026-07-11,2694412,174257978,19.603216,35.931,80.413
149919,2026-07-12,3793748,245277764,19.308547,62.46,83.636
149919,2026-07-13,3325258,174334800,17.1025,59.63,81.3
149919,2026-07-14,2842576,161061644,13.003724,56.492,83.958
149919,2026-07-15,4860825,269551971,19.340393,77.1,80.722
149919,2026-07-16,3665063,189448273,91.107733,92.494,84.844
149919,2026-07-17,4374364,292186584,22.002753,95.675,82.481
149919,2026-07-18,3798962,230170723,19.956911,85.195,84.816
149919,2026-07-19,3571474,196722331,10.595918,86.073,84.124
149919,2026-07-20,4339524,261237087,8.560201,111.026,80.312
149919,2026-07-21,3096427,161643396,8.966643,51.999,83.328
149919,2026-07-22,4495574,260658220,11.859666,86.903,84.474
149919,2026-07-23,25455768,1333388892,77.173659,550.844,82.912
149919,2026-07-24,154671560,8666362684,336.700136,2490.417,83.866
149919,2026-07-25,479096254,36036093562,1335.926805,10846.477,85.13
149919,2026-07-26,703098653,37289942444,6186.492333,11513.82,83.696
149919,2026-07-27,481306056,24009562787,2112.38411,8774.571,82.243
149919,2026-07-28,156127335,8861347474,764.26669,3638.07,83.875
149919,2026-07-29,25105283,1276421630,37.111874,538.186,86.415
149919,2026-07-30,7917285,420903133,27.695934,132.489,82.767
149919,2026-07-31,2883262,204236400,13.048019,46.472,81.217
149919,2026-08-01,4144729,227362014,17.270238,115.37,85.785
149919,2026-08-02,5451672,327051441,25.694169,121.611,82.534
149919,2026-08-03,3935169,228202753,13.686761,68.405,86.324
149919,2026-08-04,4934648,242293526,13.801121,64.538,83.904
149919,2026-08-05,3565071,165274836,10.443906,66.668,84.711
149919,2026-08-06,4859174,234831057,20.041973,105.896,84.712
149919,2026-08-07,4651761,306850434,7.04458,71.141,84.565
149919,2026-08-08,4502657,254506315,27.234651,105.805,81.893
149919,2026-08-09,4835889,245895007,28.458937,93.263,88.24
149919,2026-08-10,4618105,287865404,74.541503,83.915,86.114
149919,2026-08-11,3709541,189650571,6.753477,65.285,86.636
149919,2026-08-12,3013138,229618907,13.789196,54.44,84.529
149919,2026-08-13,3176518,202042198,11.612836,54.941,84.685
149919,2026-08-14,3213846,168941977,6.731004,62.629,89.02
149919,2026-08-15,4087923,165680223,6.763208,73.693,86.859
149919,2026-08-16,5229556,302702568,32.726414,98.59,86.001
149919,2026-08-17,3433417,221620224,16.340578,55.322,86.519
149919,2026-08-18,2771868,140312564,15.716029,50.529,87.036
150519,2026-05-21,21502,348076,0.033799,0.137,19.693
150519,2026-05-22,21263,371890,0.025918,0.138,20.414
150519,2026-05-23,16351,261029,0.026556,0.11,19.879
150519,2026-05-24,20387,356040,0.020065,0.127,20.069
150519,2026-05-25,29121,525707,0.027941,0.129,20.173
150519,2026-05-26,12722,217347,0.016364,0.078,19.68
150519,2026-05-27,27437,431583,0.033774,0.165,19.049
150519,2026-05-28,56774,945077,0.075237,0.41,19.744
150519,2026-05-29,15399,304579,0.039084,0.125,19.201
150519,2026-05-30,17748,273033,0.017702,0.121,20.053
150519,2026-05-31,34200,710745,0.032231,0.156,20.205
150519,2026-06-01,25723,378384,0.028008,0.156,20.292
150519,2026-06-02,21591,380858,0.016336,0.138,20.18
150519,2026-06-03,14036,273524,0.021814,0.076,20.303
150519,2026-06-04,10709,204447,0.011335,0.065,20.058
150519,2026-06-05,21697,355766,0.033077,0.121,19.235
150519,2026-06-06,8190,113159,0.006635,0.051,20.268
150519,2026-06-07,11670,234370,0.014928,0.097,20.005
150519,2026-06-08,20488,295302,0.02626,0.111,20.034
150519,2026-06-09,22768,358916,0.039704,0.129,19.576
150519,2026-06-10,32652,586267,0.027089,0.219,19.824
150519,2026-06-11,18669,372332,0.014643,0.125,20.316
150519,2026-06-12,30014,663611,0.061109,0.156,19.371
150519,2026-06-13,30767,411441,0.026216,0.206,20.035
150519,2026-06-14,33480,594737,0.029369,0.315,20.066
150519,2026-06-15,39239,727792,0.070731,0.202,18.832
150519,2026-06-16,16667,241155,0.012391,0.086,19.254
150519,2026-06-17,24934,408337,0.025526,0.174,19.98
150519,2026-06-18,38140,582796,0.038409,0.181,19.241
150519,2026-06-19,16469,290464,0.024433,0.109,19.654
150519,2026-06-20,18811,311803,0.040993,0.127,19.897
150519,2026-06-21,23060,355204,0.028974,0.119,19.12
150519,2026-06-22,32231,603899,0.037629,0.186,19.742
150519,2026-06-23,22772,410202,0.030081,0.185,19.777
150519,2026-06-24,49981,909802,0.312049,0.273,19.651
150519,2026-06-25,24961,410872,0.153501,0.134,19.585
150519,2026-06-26,27020,396132,0.025209,0.159,19.965
150519,2026-06-27,13259,191953,0.015858,0.073,19.479
150519,2026-06-28,15716,236657,0.012858,0.118,19.723
150519,2026-06-29,10940,183057,0.019687,0.097,20.495
150519,2026-06-30,24369,397530,0.015629,0.109,19.054
150519,2026-07-01,34626,581710,0.034879,0.196,19.504
150519,2026-07-02,68245,980056,0.049179,0.497,19.934
150519,2026-07-03,36383,583546,0.058703,0.188,19.505
150519,2026-07-04,16745,324818,0.022832,0.155,19.608
150519,2026-07-05,17828,329546,0.017885,0.095,19.874
150519,2026-07-06,15620,259261,0.014135,0.075,19.769
150519,2026-07-07,28773,488717,0.031739,0.174,18.921
150519,2026-07-08,34042,526059,0.04177,0.225,18.638
150519,2026-07-09,30684,507673,0.06213,0.144,19.173
150519,2026-07-10,26271,360441,0.02117,0.129,19.684
150519,2026-07-11,17280,292138,0.020984,0.105,19.538
150519,2026-07-12,23167,460304,0.023743,0.134,19.18
150519,2026-07-13,28680,553441,0.048181,0.2,18.863
150519,2026-07-14,20739,309370,0.030486,0.135,19.053
150519,2026-07-15,25565,393801,0.030999,0.162,19.522
150519,2026-07-16,32387,567614,0.024097,0.239,19.068
150519,2026-07-17,29608,526334,0.040745,0.195,19.195
150519,2026-07-18,30003,572516,0.03477,0.187,19.236
150519,2026-07-19,38278,779289,0.066051,0.21,19.3
150519,2026-07-20,62967,1193191,0.050094,0.297,19.512
150519,2026-07-21,25705,480095,0.079002,0.13,18.934
150519,2026-07-22,22004,420314,0.019757,0.094,19.036
150519,2026-07-23,19773,344293,0.020059,0.139,19.132
150519,2026-07-24,26686,518368,0.033641,0.185,19.135
150519,2026-07-25,37031,623273,0.047398,0.221,18.963
150519,2026-07-26,19929,336995,0.033254,0.124,18.893
150519,2026-07-27,26559,437256,0.044054,0.138,18.494
150519,2026-07-28,41389,635545,0.080718,0.233,19.715
